variable,label,transformation,n,mean,std,min,p25,median,p75,max
log_bitcoin_market_price_usd,Log Bitcoin market price,level,185,7.385452153238276,3.5061014371176262,-2.7839271453355536,5.579269255989491,8.599629513840389,10.247137369088676,11.656730731578657
log_mci_weighted,"Log MCI, weighted efficiency",level,185,26.006142548978488,3.6343549163804214,13.201773507650955,25.86678641804193,27.492189113220057,28.24860767238392,29.827505600580785
log_mci_frontier,"Log MCI, frontier efficiency",level,185,23.297285594167782,4.393294634582726,12.016276125397452,21.713204446589987,25.154863350832912,26.850933642576265,28.465841843200145
log_bitcoin_market_price_usd,Log Bitcoin market price,first_difference,184,0.076867706203106,0.27928490147306145,-0.5340454219892921,-0.06884260182447327,0.020669193457635515,0.16552347077437185,1.6411312376171607
log_mci_weighted,"Log MCI, weighted efficiency",first_difference,184,0.08632605353673785,0.36695263171435977,-2.697341760074771,-0.004130728459610822,0.05830954979810876,0.14756390710742107,1.3666862394670574
log_mci_frontier,"Log MCI, frontier efficiency",first_difference,184,0.08278444205124842,0.3429597416000477,-2.1011978958945594,0.006559655616078075,0.07481588316350773,0.16863016116203777,1.1264741115396983
