sample_start,sample_end,variable,label,transformation,test,deterministic,nlags_requested,lags_used,statistic,p_value,critical_1pct,critical_5pct,critical_10pct,reject_at_5pct,warning,nobs
2010-08-01,2025-12-01,log_mci_frontier,"Log MCI, frontier efficiency",first_difference,KPSS,c,18,18,0.38047011057908803,0.08557322819866896,0.739,0.463,0.347,False,,184
2010-08-01,2025-12-01,log_mci_frontier,"Log MCI, frontier efficiency",first_difference,KPSS,c,24,24,0.4041935663945819,0.07534760069199055,0.739,0.463,0.347,False,,184
2010-08-01,2025-12-01,log_mci_frontier,"Log MCI, frontier efficiency",first_difference,KPSS,ct,auto,1,0.034524781976975734,0.1,0.216,0.146,0.119,False,The test statistic is outside of the range of p-values available in the,184
2010-08-01,2025-12-01,log_mci_frontier,"Log MCI, frontier efficiency",first_difference,KPSS,ct,legacy,14,0.03904045554033145,0.1,0.216,0.146,0.119,False,The test statistic is outside of the range of p-values available in the,184
2010-08-01,2025-12-01,log_mci_frontier,"Log MCI, frontier efficiency",first_difference,KPSS,ct,1,1,0.034524781976975734,0.1,0.216,0.146,0.119,False,The test statistic is outside of the range of p-values available in the,184
2010-08-01,2025-12-01,log_mci_frontier,"Log MCI, frontier efficiency",first_difference,KPSS,ct,2,2,0.034093306673315546,0.1,0.216,0.146,0.119,False,The test statistic is outside of the range of p-values available in the,184
2010-08-01,2025-12-01,log_mci_frontier,"Log MCI, frontier efficiency",first_difference,KPSS,ct,3,3,0.03428230511641441,0.1,0.216,0.146,0.119,False,The test statistic is outside of the range of p-values available in the,184
2010-08-01,2025-12-01,log_mci_frontier,"Log MCI, frontier efficiency",first_difference,KPSS,ct,4,4,0.03372569426704268,0.1,0.216,0.146,0.119,False,The test statistic is outside of the range of p-values available in the,184
2010-08-01,2025-12-01,log_mci_frontier,"Log MCI, frontier efficiency",first_difference,KPSS,ct,6,6,0.033079351239232155,0.1,0.216,0.146,0.119,False,The test statistic is outside of the range of p-values available in the,184
2010-08-01,2025-12-01,log_mci_frontier,"Log MCI, frontier efficiency",first_difference,KPSS,ct,8,8,0.03588258637113571,0.1,0.216,0.146,0.119,False,The test statistic is outside of the range of p-values available in the,184
2010-08-01,2025-12-01,log_mci_frontier,"Log MCI, frontier efficiency",first_difference,KPSS,ct,9,9,0.035448564449343495,0.1,0.216,0.146,0.119,False,The test statistic is outside of the range of p-values available in the,184
2010-08-01,2025-12-01,log_mci_frontier,"Log MCI, frontier efficiency",first_difference,KPSS,ct,12,12,0.03732004678683019,0.1,0.216,0.146,0.119,False,The test statistic is outside of the range of p-values available in the,184
2010-08-01,2025-12-01,log_mci_frontier,"Log MCI, frontier efficiency",first_difference,KPSS,ct,18,18,0.043353943622138305,0.1,0.216,0.146,0.119,False,The test statistic is outside of the range of p-values available in the,184
2010-08-01,2025-12-01,log_mci_frontier,"Log MCI, frontier efficiency",first_difference,KPSS,ct,24,24,0.05418711867232217,0.1,0.216,0.146,0.119,False,The test statistic is outside of the range of p-values available in the,184
